inTable$redshift,u,g,r,i,z
0.2403678,22.33349,19.44838,18.01262,17.44463,17.12171
0.226677,21.52858,19.48221,18.07301,17.54933,17.14791
0.2294272,21.35658,20.08877,19.27836,18.90456,18.79604
0.2633274,21.67231,19.08153,17.53899,16.97661,16.57581
0.2878026,23.60546,19.58845,17.96547,17.51894,17.08368
0.2658179,22.14533,19.78477,18.15632,17.55655,17.15409
0.2908526,25.52719,20.26207,18.71474,18.15615,17.81873
0.2610848,21.66009,19.43555,17.8942,17.33077,17.00117
0.203683,20.98693,18.77049,17.39528,16.8545,16.49871
0.2603214,21.85463,19.33831,17.79434,17.16063,16.81404
0.2844361,23.80567,19.4032,17.83968,17.25476,16.84299
0.264741,21.13541,19.97235,18.67995,18.10876,17.84228
0.2372123,22.06682,19.73681,18.24974,17.66457,17.26301
0.2808018,22.02919,21.1814,20.29067,19.81566,19.47678
0.2150089,21.01874,19.3813,18.06404,17.52913,17.22158
0.2896201,23.00939,19.91808,18.34588,17.76902,17.3886
0.2005488,21.6494,19.1681,17.82935,17.32308,16.97137
0.2869319,21.29087,19.95321,18.4325,17.84082,17.49805
0.2511831,21.59907,19.35715,17.80306,17.23914,16.94254
0.214893,21.14044,18.92697,17.53136,17.07056,16.70135
0.2204657,21.85475,19.51044,18.08506,17.51596,17.20666
0.2996115,22.81348,21.04464,19.24586,18.64096,18.28951
0.2708485,21.85639,19.59603,18.08815,17.5781,17.22207
0.2717615,21.82894,20.1632,18.5511,17.93505,17.49633
0.2640891,23.84336,20.29606,18.72691,18.12818,17.82189
0.2083345,20.35947,18.53694,17.33065,16.86154,16.54944
0.292375,23.20312,20.04359,18.42031,17.82853,17.46965
0.2169269,21.76392,20.40425,19.63142,19.20156,19.02583
0.2323653,20.69114,19.64166,18.64341,18.22181,17.91753
0.2879545,22.90504,20.99636,19.55916,18.7646,18.33204
0.2784739,23.03435,20.92178,19.53763,18.99779,18.47061
0.2575245,20.94735,18.97319,17.44178,16.86953,16.5331
0.2072409,21.90318,20.01232,18.55603,17.9289,17.41416
0.2828652,21.01594,20.48343,19.83305,19.75327,19.59562
0.2527765,20.29122,18.86176,17.89077,17.46313,17.09084
0.2654794,21.52952,19.71913,18.19741,17.59179,17.20329
0.2548538,22.16417,19.90936,18.43129,17.84951,17.52328
0.2837541,23.05781,21.38353,20.32792,19.61462,19.17574
0.205217,19.96838,19.14891,18.70668,18.39213,18.19955
0.2737923,21.82299,20.21677,18.67065,18.0386,17.65905
0.2618885,21.98572,19.43989,17.9281,17.38242,17.0141
0.2633816,22.21969,21.44132,20.14241,19.393,18.96429
0.2964872,22.03292,20.00825,18.42788,17.83952,17.52677
0.262955,22.6204,19.92521,18.37923,17.79295,17.44744
0.2730488,22.2992,19.80972,18.28039,17.71956,17.33013
0.2189785,19.7416,18.32528,17.2463,16.70573,16.39373
0.2153613,20.25862,18.41903,17.11499,16.64122,16.30507
0.251246,21.66033,18.77474,17.24019,16.67347,16.35101
0.2045483,20.11475,18.70199,17.72445,17.17923,16.89917
0.201889,21.39726,19.18152,17.75968,17.22886,16.79409
0.2010777,20.64466,18.75961,17.7127,17.23982,16.89298
0.2059249,21.94994,19.2727,17.88666,17.37361,17.04331
0.2223137,21.66114,19.18725,17.77227,17.22843,16.82546
0.2001915,22.49729,20.7595,19.5723,19.13023,18.76715
0.2747,21.50746,19.54594,18.02573,17.54555,17.17687
0.2600931,25.6294,19.74286,18.20427,17.66166,17.28173
0.2995712,23.36864,19.62028,17.93644,17.3231,16.97256
0.2939215,22.12967,20.02418,18.40789,17.71017,17.2661
0.2112542,20.36899,19.33611,18.66569,18.3184,18.05001
0.2192203,21.50238,19.53932,18.1079,17.58353,17.23503
0.2194657,20.61923,18.42817,17.13094,16.61581,16.288
0.2019065,19.05167,18.04151,17.46047,17.04677,16.93994
0.2405134,22.0679,19.34911,17.88338,17.32821,17.03519
0.2367917,23.55693,20.73872,19.73986,19.02485,18.55336
0.2345986,23.06759,21.37232,20.08739,19.30375,18.74196
0.2318569,20.88169,19.78094,18.9882,18.64496,18.37874
0.2801465,20.4853,19.79072,18.81459,18.3833,18.15985
0.2251331,21.99571,19.76175,18.36466,17.69968,17.3414
0.2161901,20.64946,18.58273,17.36192,16.8163,16.42882
0.2718113,21.82434,19.60911,18.13128,17.59212,17.23256
0.2471518,21.79082,18.8953,17.45543,16.92964,16.57788
0.2714516,23.67424,21.69763,20.17529,19.38254,18.8024
0.2979546,22.88488,20.72797,19.11958,18.43509,17.9795
0.204429,20.79065,19.11167,17.77009,17.25772,16.94279
0.2896794,21.24702,20.53316,19.97475,19.95434,19.45544
0.2207625,21.13652,19.03992,17.64716,17.11541,16.7616
0.2435849,22.54116,20.85868,19.6938,18.96498,18.59778
0.2448319,21.28448,19.14701,17.70499,17.18847,16.869
0.2391448,21.58996,19.23199,17.78638,17.26488,16.911
0.241871,21.62734,19.37498,17.85351,17.30902,16.92269
0.2658441,21.54756,19.87325,18.4562,17.80766,17.32333
0.2591588,21.81662,19.5789,18.10029,17.56345,17.19317
0.2678881,21.96021,19.85186,18.34456,17.8061,17.43826
0.2608864,22.50302,19.07473,17.69643,17.09641,16.73223
0.2046452,21.11661,19.29007,17.85654,17.28712,16.89517
0.2931334,23.76951,19.61549,18.05167,17.4108,17.02968
0.2545124,20.28387,18.99437,17.8579,17.37056,17.04595
0.2529893,22.25054,20.28709,19.17142,18.59063,18.15799
0.2935247,21.51,19.70619,18.11068,17.52565,17.15923
0.2231024,20.10924,18.04231,16.69914,16.21409,15.85455
0.2945385,22.24498,19.75303,18.20429,17.64005,17.26825
0.2040206,19.90346,18.03196,16.81755,16.33845,16.05689
0.2636483,22.1028,20.5434,18.85837,18.2035,17.72386
0.2959719,21.99379,20.28458,18.64556,18.09325,17.68146
0.2766426,23.52506,20.17157,18.39921,17.81132,17.44209
0.2894205,21.3226,19.77455,18.12901,17.5165,17.15032
0.2937852,22.70075,20.12232,18.49126,17.83309,17.45013
0.2130537,21.30579,18.93285,17.64406,17.10864,16.74709
0.2403233,21.57583,18.99007,17.49589,16.97209,16.71621
0.2519886,22.65266,20.19315,18.61294,18.0144,17.63374
0.2455046,21.25742,19.01571,17.67761,17.14472,16.82237
0.2734671,21.80626,19.62341,18.0704,17.54138,17.15574
0.2771318,22.19606,20.15447,18.63365,17.9476,17.50434
0.2692426,21.42282,19.72715,18.1727,17.55137,17.18626
0.2711294,21.69879,20.0726,18.5412,17.9718,17.62461
0.2417257,21.36716,19.03337,17.54386,17.03452,16.64305
0.2239558,21.78502,19.26637,17.81984,17.28593,16.91348
0.2348779,21.55637,19.41021,17.98412,17.47456,17.09096
0.2919154,22.33995,20.54761,18.96449,18.32931,17.91903
0.2200864,20.71826,18.70206,17.43036,16.9439,16.63212
0.2544224,21.57921,19.79901,18.1831,17.58375,17.14531
0.2074417,20.95675,19.74731,18.81273,18.31246,18.06772
0.2928436,22.7066,20.21663,18.62517,18.01,17.69515
0.2014168,20.73288,19.1722,17.88266,17.45531,16.95338
0.2453818,22.0976,19.76617,18.2611,17.63501,17.23286
0.2738983,21.41939,19.2532,17.68159,17.13906,16.73726
0.2747002,23.64126,20.18909,18.596,17.957,17.47793
0.2136802,21.44472,19.16096,17.76328,17.25011,16.91801
0.2142292,20.90066,18.90035,17.5622,17.07281,16.72722
0.2339772,21.88333,19.42825,18.00604,17.42789,17.07956
0.2107433,23.24922,20.4367,19.21023,18.73255,18.3801
0.2591609,21.85942,19.52829,18.04831,17.51423,17.16751
0.203357,21.46682,18.91174,17.59274,17.0315,16.67281
0.234927,22.45606,19.55251,18.10583,17.53098,17.18642
0.2531027,21.1404,20.51291,20.08851,19.85523,19.60781
0.2134344,20.80878,18.87805,17.45728,16.92018,16.52772
0.2439772,21.58272,19.80632,18.31325,17.70867,17.36164
0.2442193,22.19978,19.76029,18.28259,17.73895,17.37181
0.2401718,22.28928,19.75098,18.1885,17.53993,17.09564
0.2392192,24.62395,21.23985,19.64017,18.76266,18.48253
0.2088382,21.22318,19.41871,18.02768,17.51729,17.16408
0.2895313,21.94217,20.07658,18.48759,17.88315,17.50261
0.2630263,22.45133,19.71204,18.21641,17.64722,17.25134
0.2435792,21.32521,19.37411,18.05249,17.42211,16.99488
0.2994751,25.3941,19.93976,18.247,17.68664,17.32556
0.2101882,21.19842,19.11302,17.7642,17.26375,16.92408
0.2264687,19.21454,18.30321,17.67439,17.33219,17.12444
0.273584,21.31492,19.29942,17.71864,17.16066,16.86648
0.2321365,21.31363,19.14863,17.86689,17.22256,16.83582
0.2791182,22.66585,20.4416,18.85814,18.18924,17.75479
0.26035,22.48722,19.85498,18.34787,17.78229,17.4784
0.2705564,21.78803,19.72283,18.13874,17.54104,17.21461
0.2058475,21.3966,19.36249,17.93678,17.36356,16.98251
0.2170775,23.34515,20.87368,19.62968,19.05616,18.69263
0.2956804,22.77752,20.61854,18.99377,18.35283,17.98231
0.2235854,23.18028,19.81704,18.26956,17.6484,17.24594
0.2734866,24.21968,19.69818,18.09169,17.50042,17.15091
0.2480764,21.17819,19.28258,17.79625,17.25493,16.90511
0.2939596,21.78746,19.64334,18.05297,17.47046,17.13564
0.2932662,22.85507,20.31128,18.71372,18.00688,17.51673
0.2740228,21.76476,21.57381,20.08522,19.38815,19.12348
0.2004958,21.51427,19.14645,17.75768,17.19924,16.74345
0.2274081,19.64911,18.5004,17.63721,17.22006,17.00146
0.234178,20.773,18.95135,17.48759,16.96571,16.54309
0.2693086,20.82242,19.15315,17.6887,17.10972,16.79738
0.2747102,22.36304,19.18573,17.5797,16.9797,16.56082
0.2593048,21.70855,19.77552,18.24767,17.73359,17.33552
0.2249511,21.19221,19.02605,17.65357,17.13977,16.81201
0.2775241,25.8425,21.07648,19.22524,18.53192,18.09538
0.2290594,25.3002,20.08186,18.48565,17.87675,17.49983
0.2137445,20.92703,19.1894,18.19938,17.69857,17.32519
0.2215809,20.89345,18.7869,17.39797,16.88293,16.5693
0.2722631,22.09657,20.20799,18.64912,18.06021,17.61347
0.2007349,19.62127,18.46784,17.75141,17.35858,17.12552
0.2188213,22.42134,19.34278,17.94266,17.39011,16.95123
0.2526561,19.64081,18.5104,17.47453,17.05838,16.79764
0.2702919,21.41944,20.35262,19.48517,19.26307,18.86076
0.2515859,23.50074,19.40299,17.79744,17.23843,17.0038
0.2049801,21.15872,19.7719,18.86395,18.40937,18.1234
0.2704612,21.17763,19.1857,17.65594,17.09762,16.71071
0.2198797,21.63303,18.97562,17.61235,17.0887,16.73481
0.2872732,22.45595,19.93328,18.43958,17.87069,17.50784
0.265192,22.69743,20.30847,18.61438,18.02945,17.63846
0.2216272,20.84669,18.58383,17.24029,16.71199,16.35704
0.2947673,19.37105,18.76283,18.02812,17.65455,17.19954
0.2535221,22.22254,19.768,18.24901,17.68633,17.30512
0.2414602,24.54576,20.80912,19.28424,18.62928,18.12331
0.2273511,22.20987,19.54598,18.07251,17.56124,17.18015
0.2861101,22.04366,20.25433,18.63336,18.0591,17.689
0.2073226,20.96194,18.8482,17.52321,17.03386,16.66866
0.2673618,20.13918,19.44431,18.7487,18.48676,18.10649
0.2264062,22.52839,21.28992,20.51289,19.99733,19.48423
0.2557856,26.4041,21.29482,19.93781,19.15212,18.869
0.2279208,19.79432,18.10935,17.103,16.68782,16.36452
0.2186133,21.24837,19.12228,17.78057,17.26608,16.92373
0.2021212,21.63024,19.1899,17.76129,17.23363,16.8508
0.2142424,21.38362,19.04917,17.51083,16.89546,16.4568
0.2167867,21.34022,19.23981,17.75253,17.15331,16.83172
0.2372319,22.10679,19.4925,18.12454,17.54509,17.26308
0.2541908,22.70037,19.55146,18.07587,17.52905,17.15539
0.2660281,20.14043,18.85752,17.46431,16.92823,16.594
0.2456121,20.45035,18.90695,17.65262,17.14683,16.82679
0.205438,21.26003,19.04696,17.68008,17.14739,16.76624
0.2615685,20.75977,19.09028,17.59149,17.02947,16.60773
0.283878,25.48838,20.53033,19.03081,18.2844,17.76166
0.2299934,19.63686,18.83093,18.10983,17.7045,17.49776
0.2962067,23.61385,19.9331,18.26332,17.63347,17.27583
0.2715442,22.07649,19.67561,18.16134,17.5769,17.15991
0.2034164,20.73884,18.91855,17.63854,17.15263,16.84441
0.2208015,19.7986,18.61095,17.54885,17.02586,16.76852
0.2053497,20.09406,18.64002,17.66759,17.18038,16.85454
0.2840143,21.85057,20.31742,18.7411,18.04385,17.60734
0.2106642,21.31225,18.95331,17.56423,17.04917,16.7376
0.2083665,20.20754,18.88471,17.64491,17.06834,16.66635
0.2965837,22.42734,19.9241,18.34882,17.7767,17.41608
0.2889801,22.53115,20.95819,19.57802,19.0274,18.63699
0.2169457,20.21,18.71008,17.48062,16.96548,16.61382
0.299678,22.20506,20.12428,18.42452,17.8412,17.50619
0.2887093,22.34985,20.0494,18.43102,17.82697,17.47737
0.2787957,22.49829,19.93689,18.34818,17.79845,17.41642
0.2700347,22.40501,20.40386,18.81287,18.17484,17.77108
0.2520306,20.65701,19.05313,17.54461,17.03781,16.67583
0.2806797,22.3287,20.04182,18.74731,18.19048,17.85862
0.2012863,20.3342,19.37745,18.84508,18.56488,18.49874
0.2503341,21.54936,19.5855,18.11528,17.54953,17.18711
0.2313393,20.373,18.54303,17.29692,16.78677,16.47824
0.2155788,20.72331,18.45716,16.95713,16.34133,15.89114
0.2113734,20.22457,18.49286,17.6469,17.21398,16.92055
0.269403,22.35723,20.06697,18.52317,17.93907,17.58657
0.2061981,20.89946,18.58072,17.26363,16.74683,16.42743
0.2995598,24.58563,20.25041,18.64088,18.08418,17.65102
0.2031593,20.29236,18.74481,17.62152,17.0973,16.73726
0.2298636,21.87848,19.22613,17.73883,17.12849,16.71872
0.2062864,21.23455,19.05749,17.68434,17.1381,16.78662
0.2302556,20.90315,18.69753,17.42251,16.9241,16.53885
0.2155731,21.3363,19.0811,17.72663,17.18782,16.7993
0.2838039,21.99257,19.94622,18.35155,17.79072,17.38386
0.2263148,22.31972,19.81286,18.26071,17.69369,17.22269
0.2475464,20.83045,19.94814,19.20196,18.81019,18.64087
0.2191929,19.39046,18.13441,17.26204,16.81497,16.51668
0.2735128,22.10567,19.74807,18.08216,17.54751,17.12087
0.2997849,21.93991,19.82918,18.26046,17.66944,17.30017
0.2874832,21.19391,20.51655,18.80684,18.16942,17.78605
0.2828773,23.15298,20.78242,19.13078,18.49585,18.11446
0.2221268,21.01556,18.89892,17.57041,17.07627,16.75648
0.2119404,20.70227,18.72214,17.41029,16.92622,16.57335
0.2144852,20.08919,19.01461,18.28779,17.92337,17.68386
0.2790237,22.46371,19.86804,18.35141,17.77176,17.42253
0.2689161,22.11535,19.59482,18.17366,17.63059,17.24974
0.2906632,23.56007,20.46702,18.79042,18.19254,17.80061
0.2450254,21.89887,19.12072,17.60213,17.05728,16.68647
0.2572709,21.71161,20.03439,18.47922,17.87669,17.52018
0.2561702,22.43288,19.33862,17.92012,17.3818,17.10448
0.2145547,20.75516,18.82986,17.45054,16.95457,16.58997
0.2046786,19.98407,19.21067,18.70286,18.34305,18.34418
0.2771496,20.49985,19.65944,18.93607,18.69774,18.314
0.2919523,21.98211,19.63192,17.98776,17.41464,17.07494
0.2456608,21.17429,18.97636,17.48612,16.93491,16.56631
0.2961161,21.71318,20.25644,18.67937,18.05482,17.72689
0.2299799,22.0088,19.02089,17.56815,16.97173,16.5574
0.2817822,22.07821,19.59166,17.96146,17.31763,16.86939
0.2696347,21.54027,19.36197,17.80914,17.2333,16.86103
0.2190474,21.06683,19.26902,18.12238,17.35533,16.88013
0.2109148,20.23462,18.73046,17.73954,17.24116,16.94975
0.2499613,22.20943,20.60824,18.74357,18.20196,18.37392
0.2346069,20.40582,18.81812,17.41865,16.8396,16.51247
0.2326489,21.03336,20.37866,19.57697,19.34643,18.97328
0.256051,22.40265,20.54922,18.8686,18.1457,17.70292
0.280669,21.63046,19.46371,17.85039,17.29403,16.95565
0.2378148,21.89506,20.11864,19.06274,18.53232,18.13723
0.2176332,19.93756,18.5689,17.48841,17.01151,16.69904
0.2741987,24.63803,21.43863,19.97486,19.49591,19.15352
0.2947446,21.75028,20.51055,18.94635,18.3413,17.83733
0.2278245,20.56368,18.56239,17.18319,16.65824,16.2553
0.2100036,20.15555,18.33155,17.11568,16.63044,16.32023
0.2907986,23.37899,20.60479,19.14357,18.58559,18.14868
0.2474519,19.42581,18.56543,17.63934,17.23468,16.9524
0.2206997,22.00386,19.037,17.57818,17.05598,16.70652
0.2073924,20.45695,18.60056,17.17146,16.61191,16.17907
0.2705259,20.83279,19.31768,17.80087,17.22699,16.8433
0.2544601,21.38963,19.51907,17.97679,17.39039,17.02208
0.2679463,19.66264,18.50648,17.53078,17.0597,16.73953
0.2493828,22.24065,19.70096,18.15149,17.58198,17.18867
0.2892124,21.6549,19.17139,17.62229,17.04345,16.69488
0.2177512,21.52911,20.62004,19.59578,19.00361,18.73853
0.2722615,24.61798,19.81977,18.35636,17.79084,17.48184
0.2612983,20.33163,18.59879,17.10303,16.56778,16.19417
0.2828555,21.92924,19.73605,18.24049,17.68326,17.34595
0.2274022,20.90525,19.19504,17.78596,17.25828,16.84982
0.2988152,21.83599,19.70864,18.12817,17.54182,17.16391
0.2186588,20.98201,19.3507,18.00404,17.4349,17.06598
0.2094176,20.74422,18.92923,17.79328,17.30315,17.04178
0.2109667,21.72261,19.62478,18.21826,17.66195,17.26537
0.2901358,19.56578,18.71573,17.65718,17.23288,16.89005
0.2134094,21.70402,19.71428,18.28641,17.70855,17.31718
0.2012415,21.38423,19.16354,17.78608,17.26185,16.86611
0.2290998,22.5341,20.45624,19.02481,18.50446,18.14734
0.2744062,22.2434,19.76477,18.11886,17.45991,17.02679
0.263422,22.27748,19.75112,18.19071,17.63628,17.29745
0.2669327,22.81837,21.03218,19.55564,19.0804,18.60579
0.2914883,22.87525,20.23092,18.62495,18.01532,17.66413
0.2178023,24.556,19.58438,17.9249,17.28907,16.93031
0.2034834,21.05226,19.03747,17.78078,17.23989,16.85986
0.2075586,21.3364,19.09998,17.7373,17.22906,16.90387
0.276124,22.45564,19.93657,18.42702,17.84693,17.47329
0.2847511,22.30211,19.86079,18.3439,17.77795,17.43746
0.2003863,22.09438,19.4136,18.01884,17.47977,17.11922
0.2802862,21.073,19.21848,17.72403,17.10051,16.73907
0.2459955,25.97621,20.34616,18.77604,18.10375,17.6565
0.2475591,21.48489,19.44443,18.03693,17.50663,17.11576
0.2639384,21.67001,19.51517,18.04717,17.4797,17.06148
0.2609063,19.82673,19.16332,18.69039,18.63314,18.3915
0.2037021,21.47077,18.91206,17.4651,16.8739,16.43558
0.2484723,25.07879,20.04008,18.26418,17.72695,17.31297
0.2842022,22.79293,19.98439,18.29013,17.73334,17.27213
0.2178994,22.12885,19.28704,17.8577,17.3331,16.99595
0.2895412,21.18208,19.68144,18.29875,17.71003,17.35275
0.2323128,23.25378,19.65872,18.11728,17.53361,17.13073
0.2931819,24.52534,21.82392,20.62156,19.82364,19.47102
0.2274149,21.3887,19.09472,17.67516,17.12105,16.78093
0.2724139,22.29857,20.6782,19.01353,18.38205,17.98408
0.2390075,20.12625,18.83076,17.69792,17.25253,16.83578
0.291667,22.17155,19.62936,18.07863,17.50181,17.15617
0.2079049,21.36368,19.48532,18.06704,17.49729,17.12041
0.2819129,21.67679,20.28783,18.68819,18.05151,17.62286
0.2087762,20.42274,18.51015,17.41938,17.02804,16.78779
0.2223274,21.44499,19.18845,17.78587,17.23273,16.88021
0.283275,22.75525,21.91759,20.69818,19.92861,19.547
0.2648889,21.67978,19.62056,18.11176,17.54446,17.14376
0.2476286,22.49594,19.718,18.24734,17.70618,17.38562
0.2291432,22.03755,20.61424,19.37588,19.10382,18.38633
0.2977092,22.1825,20.25387,18.50002,17.91219,17.47043
0.2981683,24.429,20.33736,18.73793,18.13352,17.65031
0.2979609,24.13009,20.66601,18.92586,18.2948,17.91677
0.2692376,21.91169,19.91883,18.40667,17.81204,17.37185
0.275035,25.26583,21.20452,19.52935,18.84177,18.35668
0.2033327,21.04045,19.20327,18.57548,17.8199,18.15427
0.2039464,20.53678,18.82958,17.6413,17.06016,16.4781
0.2935271,22.16134,20.13748,18.48008,17.90434,17.50194
0.2258247,20.95872,19.47485,18.48038,17.97007,17.61153
0.2171244,20.7731,18.96169,17.61995,17.09118,16.70513
0.2366138,19.97077,18.59319,17.71435,17.28072,16.98308
0.2713459,21.10108,20.44823,19.65702,19.35016,18.94979
0.2742992,21.73595,19.27536,17.72449,17.16693,16.81485
0.229142,21.55559,19.4024,18.00509,17.44136,17.05678
0.2875662,22.32023,20.19975,18.62063,18.0319,17.5753
0.2584527,21.88668,19.96153,18.44297,17.89923,17.57406
0.2807919,24.40787,20.17496,18.54992,17.96412,17.60433
0.2577662,21.57035,19.35321,17.89302,17.31284,16.95319
0.2396003,20.94228,19.4272,18.00092,17.41561,16.98688
0.2500983,25.31684,20.40147,18.86149,18.18508,17.74214
0.2439555,21.66018,19.29216,17.87656,17.31273,16.99276
0.2239754,21.40883,19.28263,17.89441,17.3138,16.91425
0.2922126,24.17315,20.54456,18.89911,18.28343,18.01001
0.2244992,23.31901,21.78992,19.59,18.87998,18.42151
0.2853725,21.78198,19.77784,18.30059,17.72667,17.42154
0.2869174,22.63111,20.42324,18.87633,18.28625,17.89599
0.2446778,21.88117,19.47467,18.03182,17.44731,17.08793
0.2658643,21.84302,19.38245,17.79961,17.19475,16.81652
0.2712112,22.8339,19.90909,18.32481,17.75102,17.37523
0.2817587,21.70067,19.57445,17.97421,17.3486,16.97537
0.2999958,22.03299,19.98141,18.33003,17.74574,17.36956
0.204037,20.96534,18.8345,17.52833,17.05477,16.70921
0.2562825,23.47833,20.10358,18.4892,17.84936,17.51347
0.2778454,21.91502,19.6401,18.02615,17.43646,16.9846
0.2330997,21.02668,18.88481,17.42592,16.85732,16.476
0.2760266,21.83841,19.45435,17.87631,17.27459,16.88411
0.2231248,20.40851,18.79519,17.70457,17.21262,16.89264
0.2440881,21.44124,19.27108,17.82052,17.29337,16.95269
0.2155996,19.21982,17.93579,17.29736,16.94239,16.72188
0.243683,21.75312,19.05076,17.66129,17.13878,16.71463
0.2705037,21.35975,19.5378,18.07856,17.43056,17.13239
0.2500094,22.23262,20.13567,18.66359,18.01797,17.64365
0.22198,19.62202,18.54199,17.72145,17.30439,17.07622
0.2102145,21.17291,19.22198,17.83603,17.3191,16.95013
0.2591477,22.26895,19.68568,18.18138,17.53922,17.13139
0.258907,22.61355,19.85026,18.35674,17.78798,17.47399
0.2557028,24.26252,20.91629,19.70439,18.90326,18.50307
0.2699885,22.1927,21.11591,20.07925,19.56743,19.05495
0.2525031,22.46406,21.91095,20.53688,19.74454,19.41601
0.2942087,22.04755,19.49391,17.88692,17.31679,16.97803
0.227097,20.94985,19.20959,17.7532,17.18249,16.79931
0.2294025,21.01252,18.28509,16.73419,16.17652,15.84997
0.247777,21.63238,19.37363,17.91728,17.3848,17.01226
0.2143359,20.61176,19.50224,18.63411,18.18332,17.89539
0.2616706,21.38027,19.12835,17.60181,17.04826,16.61805
